"Code","Stock","Prv Close","High","Low","Last","Vol","Status","P/E","EPS*","MACD (26, 12)","Vol MA (20)","DY*","Y-Low","Y-High","RSI (14)","Open","Sector","Chg","B%"
="03041","1TECH","0.020","-","-","","0","Active","","","","-","","0.020","0.030","0%","","705","","-"
="0012","3A","0.680","0.685","0.680","0.685","1613","Active","7.97","8.70","-0.004","256350","5.55%","0.680","0.790","41%","0.680","101","+0.005","32"
="0328","3REN","0.310","0.315","0.300","0.300","7608","Active","22.99","1.35","-0.013","931245","2.50%","0.200","0.480","38%","0.310","405","-0.010","18"
="5326","99SMART","3.450","3.570","3.460","3.550","75677","Active","48.55","7.31","-0.098","15938050","1.27%","1.920","4.150","31%","3.460","101","+0.100","46"
="532610","99SMART-C10","0.160","-","-","","0","Active","","","0.022","6680","","0.070","0.255","53%","","301","","-"
="532611","99SMART-C11","0.380","-","-","","0","Active","","","0.021","460975","","0.125","0.555","36%","","301","","-"
="532612","99SMART-C12","0.315","-","-","","0","Active","","","0.044","47715","","0.075","0.335","76%","","301","","-"
="532613","99SMART-C13","-","-","-","","0","Delisted","","","0.020","48075","","0.065","0.550","38%","","301","","-"
="532614","99SMART-C14","0.260","-","-","","0","Active","","","0.027","10935","","0.085","0.415","33%","","301","","-"
="532615","99SMART-C15","0.385","-","-","","0","Active","","","0.034","297700","","0.090","0.510","54%","","301","","-"
="532616","99SMART-C16","0.210","0.225","0.220","0.225","6","Active","","","-0.005","56725","","0.100","0.415","35%","0.220","301","+0.015","50"
="532617","99SMART-C17","0.080","0.090","0.085","0.090","61","Active","","","-0.016","10415","","0.070","0.180","25%","0.085","301","+0.010","51"
="532618","99SMART-C18","0.160","-","-","","0","Active","","","-0.008","167510","","0.065","0.380","33%","","301","","-"
="532619","99SMART-C19","0.145","-","-","","0","Active","","","0.016","400085","","0.100","0.310","41%","","301","","-"
="532620","99SMART-C20","0.030","0.040","0.040","0.040","1005","Active","","","-0.018","889390","","0.030","0.130","22%","0.040","301","+0.010","100"
="532621","99SMART-C21","0.085","0.100","0.090","0.100","760","Active","","","-0.016","65200","","0.070","0.210","26%","0.090","301","+0.015","50"
="532622","99SMART-C22","0.035","0.040","0.040","0.040","30040","Active","","","-0.009","1584985","","0.035","0.100","22%","0.040","301","+0.005","-"
="532623","99SMART-C23","0.110","0.125","0.105","0.120","13776","Active","","","-0.027","2087780","","0.090","0.285","28%","0.105","301","+0.010","46"
="532624","99SMART-C24","0.170","0.210","0.175","0.205","39097","Active","","","-0.043","5386475","","0.135","0.465","28%","0.175","301","+0.035","59"
="532625","99SMART-C25","0.065","0.080","0.070","0.080","600","Active","","","-0.022","240610","","0.060","0.200","23%","0.070","301","+0.015","17"
="532626","99SMART-C26","0.055","0.070","0.065","0.070","6452","Active","","","-0.021","826605","","0.045","0.195","27%","0.065","301","+0.015","73"
="532627","99SMART-C27","0.045","0.055","0.045","0.050","33086","Active","","","","3449755","","0.040","0.135","29%","0.045","301","+0.005","95"
="532628","99SMART-C28","0.040","0.040","0.040","0.040","46401","Active","","","","4388785","","0.035","0.100","29%","0.040","301","-","44"
="532629","99SMART-C29","0.045","0.050","0.045","0.050","8820","Active","","","","246650","","0.040","0.110","31%","0.045","301","+0.005","95"
="532630","99SMART-C30","0.045","0.060","0.050","0.055","11640","Active","","","","-","","0.040","0.130","0%","0.050","301","+0.010","38"
="532631","99SMART-C31","0.030","0.035","0.030","0.030","6001","Active","","","","-","","0.025","0.095","32%","0.030","301","-","70"
="532632","99SMART-C32","0.025","-","-","","0","Active","","","","-","","0.025","0.050","0%","","301","","-"
="5326C4","99SMART-C4","0.275","-","-","","0","Active","","","0.016","142650","","0.070","0.390","40%","","301","","-"
="5326C6","99SMART-C6","-","-","-","","0","Delisted","","","0.037","768150","","0.075","0.850","59%","","301","","-"
="5326C7","99SMART-C7","0.200","-","-","","0","Active","","","0.033","551050","","0.060","0.220","69%","","301","","-"
="5326C9","99SMART-C9","0.290","-","-","","0","Active","","","","-","","0.110","0.315","82%","","301","","-"
="0365","A1AKK","0.210","0.205","0.200","0.200","6856","Active","27.93","0.82","-0.003","114295","","0.190","0.255","25%","0.205","401","-0.010","24"
="0703CK","A50CHIN-CK","0.030","-","-","","0","Active","","","-0.027","390345","","0.025","0.305","29%","","358","","-"
="0703CL","A50CHIN-CL","0.055","-","-","","0","Active","","","","-","","0.055","0.080","0%","","358","","-"
="0703CM","A50CHIN-CM","0.145","0.155","0.155","0.155","16000","Active","","","","-","","0.140","0.145","0%","0.155","358","+0.010","75"
="07031A","A50CHIN-H1A","0.060","-","-","","0","Active","","","","-","","0.060","0.185","40%","","358","","-"
="03067","AAI","0.230","-","-","","0","Active","","","","-","","0.190","0.230","0%","","702","","-"
="7054","AASIA","0.085","-","-","","0","Active","","-0.45","-0.002","23300","","0.075","0.110","25%","","125","","-"
="5238","AAX","1.750","1.790","1.690","1.700","224443","Active","29.80","42.90","0.018","16809280","","1.230","2.330","41%","1.760","101","-0.050","39"
="523829","AAX-C29","-","-","-","","0","Delisted","","","0.001","305655","","0.035","0.240","27%","","301","","-"
="523830","AAX-C30","0.045","0.050","0.040","0.040","8200","Active","","","-0.002","2679370","","0.045","0.150","38%","0.050","301","-0.005","4"
="523831","AAX-C31","0.080","0.090","0.075","0.075","87406","Active","","","","4662525","","0.075","0.220","37%","0.085","301","-0.005","50"
="523832","AAX-C32","0.160","0.175","0.145","0.145","31790","Active","","","0.003","5504455","","0.115","0.430","43%","0.165","301","-0.015","37"
="523833","AAX-C33","0.045","0.045","0.040","0.040","2900","Active","","","","-","","0.045","0.075","40%","0.045","301","-0.005","-"
="523834","AAX-C34","0.055","0.055","0.045","0.045","31100","Active","","","","-","","0.055","0.100","0%","0.055","301","-0.010","18"
="523835","AAX-C35","0.065","0.075","0.060","0.060","30455","Active","","","","-","","0.065","0.150","0%","0.070","301","-0.005","41"
="523836","AAX-C36","0.040","0.050","0.035","0.035","4790","Active","","","","-","","0.040","0.115","0%","0.050","301","-0.005","51"
="5238WB","AAX-WB","0.870","0.905","0.835","0.835","27614","Active","","","0.089","4145815","","0.350","1.200","48%","0.875","101","-0.035","40"
="0800EA","ABFMY1","1.238","1.238","1.238","1.238","3","Active","","","0.001","28165","","1.190","1.300","75%","1.238","657","-","-"
="7167","ABLEGLOB","1.660","1.660","1.630","1.640","1302","Active","7.04","23.18","0.006","101465","4.73%","1.260","1.700","48%","1.660","101","-0.020","14"
="7086","ABLEGRP","0.065","0.070","0.065","0.070","1340","Active","137.86","0.05","-0.001","44690","","0.065","0.090","33%","0.070","102","+0.005","25"
="2488","ABMB","5.010","5.090","4.990","4.990","9049","Active","11.50","48.49","-0.021","2325240","3.89%","3.930","5.590","29%","5.000","110","-0.020","44"
="248824","ABMB-C24","-","-","-","","0","Delisted","","","0.030","221125","","0.090","0.395","59%","","310","","-"
="248825","ABMB-C25","0.070","0.080","0.070","0.070","850","Active","","","-0.006","86520","","0.045","0.165","22%","0.080","310","-","79"
="248826","ABMB-C26","0.090","0.090","0.085","0.085","4615","Active","","","-0.007","781775","","0.060","0.200","32%","0.090","310","-0.005","54"
="248827","ABMB-C27","0.045","-","-","","0","Active","","","","-","","0.040","0.065","0%","","310","","-"
="248828","ABMB-C28","0.090","-","-","","0","Active","","","","-","","0.080","0.095","0%","","310","","-"
="248829","ABMB-C29","0.075","0.075","0.070","0.070","4910","Active","","","","-","","0.065","0.130","0%","0.075","310","-0.005","7"
="7131","ACME","0.110","-","-","","0","Active","7.88","1.43","","168580","","0.100","0.165","50%","","120","","-"
="0218","ACO","0.190","0.175","0.175","0.175","1609","Active","12.34","1.42","","158835","1.14%","0.165","0.235","50%","0.175","402","-0.015","37"
="0276","ADB","0.690","0.695","0.680","0.685","6674","Active","12.08","5.67","-0.004","731880","7.30%","0.655","1.210","61%","0.690","105","-0.005","7"
="5281","ADVCON","0.190","0.200","0.195","0.200","2837","Active","19.19","1.16","","210420","","0.190","0.250","46%","0.195","103","+0.010","100"
="7191","ADVENTA","0.140","0.140","0.140","0.140","1063","Active","","-1.79","-0.003","160060","","0.140","0.280","36%","0.140","162","-","-"
="7146","AEM","0.065","0.070","0.055","0.055","43","Active","","-6.84","0.002","848815","","0.035","0.070","70%","0.070","102","-0.010","12"
="0181","AEMULUS","0.125","0.135","0.125","0.135","13644","Active","22.50","0.60","-0.013","2064165","","0.120","0.315","18%","0.125","405","+0.010","61"
="6599","AEON","1.230","1.250","1.180","1.200","37623","Active","12.59","9.53","0.025","3540580","3.75%","1.010","1.540","48%","1.230","101","-0.030","44"
="659940","AEON-C40","0.005","-","-","","0","Active","","","","-","","0.005","0.030","0%","","301","","-"
="659941","AEON-C41","0.005","-","-","","0","Active","","","-0.001","2354405","","0.005","0.105","40%","","301","","-"
="659942","AEON-C42","0.035","-","-","","0","Active","","","","-","","0.035","0.055","0%","","301","","-"
="659943","AEON-C43","0.015","-","-","","0","Active","","","","-","","0.015","0.060","0%","","301","","-"
="659944","AEON-C44","0.005","0.005","0.005","0.005","3300","Active","","","-0.003","283570","","0.005","0.060","47%","0.005","301","-","27"
="659945","AEON-C45","0.040","0.035","0.030","0.035","800","Active","","","0.003","996805","","0.020","0.075","47%","0.030","301","-0.005","88"
="659946","AEON-C46","0.035","-","-","","0","Active","","","","-","","0.020","0.045","0%","","301","","-"
="659947","AEON-C47","0.050","0.050","0.045","0.050","8230","Active","","","0.007","606760","","0.015","0.100","46%","0.045","301","-","42"
="659948","AEON-C48","0.090","0.090","0.080","0.080","3124","Active","","","0.007","528335","","0.070","0.115","47%","0.090","301","-0.010","52"
="659949","AEON-C49","0.065","0.065","0.055","0.055","11195","Active","","","","1413490","","0.060","0.095","50%","0.065","301","-0.010","50"
="659950","AEON-C50","0.045","-","-","","0","Active","","","","-","","0.045","0.045","0%","","301","","-"
="659951","AEON-C51","0.060","0.060","0.050","0.050","1350","Active","","","","-","","0.060","0.090","0%","0.060","301","-0.010","59"
="5139","AEONCR","5.660","5.710","5.630","5.640","1934","Active","7.77","72.58","-0.021","174025","5.10%","4.850","6.360","37%","5.700","110","-0.020","22"
="5185","AFFIN","2.610","2.670","2.610","2.630","34207","Active","12.34","21.32","0.024","3024385","3.24%","2.210","2.900","46%","2.610","110","+0.020","57"
="518523","AFFIN-C23","-","-","-","","0","Delisted","","","","-","","0.005","0.150","100%","","310","","-"
="518524","AFFIN-C24","0.020","-","-","","0","Active","","","","-","","0.020","0.040","37%","","310","","-"
="518525","AFFIN-C25","0.120","0.130","0.120","0.120","4974","Active","","","0.002","893160","","0.060","0.185","47%","0.125","310","-","36"
="518526","AFFIN-C26","0.090","0.095","0.095","0.095","2441","Active","","","0.001","177520","","0.080","0.130","43%","0.095","310","+0.005","38"
="518527","AFFIN-C27","0.080","-","-","","0","Active","","","0.003","10750","","0.055","0.115","40%","","310","","-"
="518528","AFFIN-C28","0.085","-","-","","0","Active","","","","-","","0.085","0.095","0%","","310","","-"
="518529","AFFIN-C29","0.060","-","-","","0","Active","","","","-","","0.060","0.070","0%","","310","","-"
="518530","AFFIN-C30","0.075","0.080","0.075","0.075","6458","Active","","","","-","","0.070","0.125","0%","0.080","310","-","45"
="5198","AFUJIYA","0.265","-","-","","0","Active","","-2.18","-0.005","23400","","0.240","0.400","46%","","102","","-"
="0258","AGMO","0.315","0.320","0.310","0.315","4466","Active","11.12","2.50","-0.006","250395","4.76%","0.300","0.560","50%","0.315","405","-","25"
="0309","AGRICOR","0.405","0.410","0.405","0.405","260","Active","22.75","1.78","-0.009","66155","2.47%","0.335","0.520","24%","0.410","401","-","48"
="0299","AGX","0.520","0.550","0.510","0.510","1981","Active","14.96","3.40","-0.006","161195","","0.405","0.625","37%","0.525","464","-0.010","34"
="0299WA","AGX-WA","0.080","0.080","0.070","0.075","3705","Active","","","","-","","0.070","0.150","0%","0.080","464","-0.005","44"
="7315","AHB","0.035","0.035","0.030","0.035","2871","Active","","-0.80","","7594290","","0.020","0.040","50%","0.035","101","-","65"
="7315WC","AHB-WC","0.015","-","-","","0","Active","","","","170845","","0.005","0.015","50%","","101","","-"
="0122","AIM","0.050","0.050","0.050","0.050","7359","Active","","-1.68","0.003","1412935","","0.015","0.075","50%","0.050","402","-","97"
="0122WA","AIM-WA","0.020","-","-","","0","Active","","","0.002","850395","","0.005","0.025","67%","","402","","-"
="0209","AIMFLEX","0.080","0.080","0.075","0.080","10805","Active","38.62","0.19","-0.001","1332360","","0.075","0.135","50%","0.080","405","-","100"
="7219","AIZO","0.040","0.045","0.040","0.045","1506","Active","","-0.39","-0.001","1788110","","0.040","0.110","40%","0.045","102","+0.005","10"
="7219PA","AIZO-PA","0.010","0.010","0.010","0.010","18988","Active","","","","1642205","","0.005","0.035","33%","0.010","102","-","85"
="2658","AJI","13.800","13.780","13.560","13.680","194","Active","16.75","81.68","0.023","23650","18.30%","12.360","15.000","59%","13.780","101","-0.120","39"
="7609","AJIYA","1.020","1.020","1.020","1.020","10","Active","16.90","10.94","0.001","146130","","0.910","2.590","60%","1.020","102","-","-"
="5115","ALAM","0.245","0.255","0.245","0.250","6281","Active, Alert","2.44","2.22","-0.007","806540","","0.025","0.340","42%","0.250","161","+0.005","64"
="5115WB","ALAM-WB","0.085","0.085","0.085","0.085","5320","Active, Alert","","","","428515","","0.040","0.145","50%","0.085","161","-","49"
="5116","ALAQAR","1.270","1.290","1.260","1.270","1232","Active","19.14","6.64","-0.004","107335","5.56%","1.200","1.320","38%","1.270","150","-","14"
="2674","ALCOM","0.750","-","-","","0","Active","","-26.38","-0.010","14415","","0.620","0.825","37%","","102","","-"
="058247","ALIBABA-C47","0.055","-","-","","0","Suspended","","","-0.029","25160","","0.040","0.515","24%","","358","","-"
="058248","ALIBABA-C48","0.230","0.245","0.220","0.220","450","Active","","","-0.028","6865","","0.200","1.000","34%","0.245","358","-0.010","33"
="058249","ALIBABA-C49","0.040","0.040","0.040","0.040","150","Active","","","-0.016","14604925","","0.040","0.215","20%","0.040","358","-","-"
="058251","ALIBABA-C51","0.025","0.025","0.025","0.025","200","Active","","","-0.013","1922685","","0.025","0.125","12%","0.025","358","-","100"
="05821F","ALIBABA-H1F","0.020","-","-","","0","Suspended","","","-0.004","1514585","","0.015","0.080","54%","","358","","-"
="05821G","ALIBABA-H1G","0.125","-","-","","0","Active","","","-0.005","4193800","","0.015","0.150","66%","","358","","-"
="1163","ALLIANZ","21.920","22.300","21.720","21.740","948","Active","4.18","363.58","0.152","103300","7.01%","16.500","23.300","46%","22.100","110","-0.180","43"
="1163PA","ALLIANZ-PA","22.480","22.480","22.200","22.200","49","Active","","","0.250","8365","","16.680","23.340","56%","22.480","110","-0.280","22"
="0303","ALPHA","0.265","0.265","0.260","0.260","3677","Active","21.58","1.18","-0.005","2356805","3.65%","0.255","0.345","43%","0.265","462","-0.005","90"
="0079","ALRICH","0.070","0.070","0.065","0.070","3150","Active","15.38","0.11","0.005","177360","","0.010","0.075","60%","0.065","405","-","100"
="5269","ALSREIT","0.465","0.465","0.465","0.465","169","Active","19.80","2.35","-0.001","54580","4.73%","0.330","0.500","41%","0.465","150","-","-"
="1015","AMBANK","6.410","6.540","6.430","6.460","56525","Active","10.70","60.56","0.005","7867835","4.67%","4.930","6.690","41%","6.470","110","+0.050","55"
="101554","AMBANK-C54","0.170","-","-","","0","Active","","","0.006","144750","","0.075","0.200","48%","","310","","-"
="101555","AMBANK-C55","0.395","-","-","","0","Active","","","0.012","1090330","","0.125","0.425","51%","","310","","-"
="101556","AMBANK-C56","0.040","0.045","0.040","0.040","20","Active","","","","-","","0.040","0.065","0%","0.045","310","-","-"
="101557","AMBANK-C57","0.345","0.365","0.340","0.345","13833","Active","","","-0.001","1336880","","0.190","0.425","40%","0.340","310","-","44"
="101558","AMBANK-C58","0.130","-","-","","0","Active","","","0.003","359445","","0.120","0.175","35%","","310","","-"
="101559","AMBANK-C59","0.155","0.170","0.160","0.160","2000","Active","","","-0.001","285495","","0.095","0.225","37%","0.170","310","+0.005","45"
="101560","AMBANK-C60","0.040","-","-","","0","Active","","","","-","","0.040","0.050","0%","","310","","-"
="101561","AMBANK-C61","0.080","0.090","0.080","0.080","10868","Active","","","","-","","0.070","0.105","0%","0.085","310","-","52"
="0391","AMBEST","0.280","0.290","0.275","0.280","44327","Active","23.13","1.54","","-","","0.275","0.365","16%","0.280","402","-","55"
="0744C1","AMD-C1","-","-","-","","0","Delisted","","","0.001","54630","","0.040","0.160","41%","","358","","-"
="0744C2","AMD-C2","0.060","-","-","","0","Active","","","","-","","0.060","0.060","0%","","358","","-"
="5293","AME","1.500","1.530","1.510","1.530","588","Active","7.99","14.41","0.013","579415","3.92%","1.460","1.730","50%","1.530","103","+0.030","34"
="5293WA","AME-WA","0.020","0.020","0.020","0.020","5","Active","","","-0.002","64915","","0.010","0.170","50%","0.020","103","-","100"
="5307","AMEREIT","1.680","1.720","1.600","1.720","200","Active","19.03","9.12","0.006","550660","4.32%","1.400","1.800","33%","1.700","150","+0.040","11"
="5120","AMFIRST","0.325","0.325","0.320","0.325","2816","Active","9.05","3.59","0.002","350600","7.38%","0.270","0.340","50%","0.325","150","-","75"
="03011","AMLEX","0.180","-","-","","0","Active","","","-0.050","420860","","0.150","0.280","46%","","705","","-"
="7031","AMTEL","0.360","0.360","0.360","0.360","150","Active","6.99","5.42","-0.005","38180","","0.315","0.495","39%","0.360","163","-","-"
="6351","AMWAY","4.990","5.000","4.960","4.970","325","Active","18.05","27.54","-0.004","36280","5.53%","4.520","6.620","30%","4.990","101","-0.020","41"
="7083","ANALABS","1.770","-","-","","0","Active","5.22","33.88","","7515","2.26%","1.550","1.870","41%","","102","","-"
="0048","ANCOMLB","0.075","0.075","0.075","0.075","470","Active","50.21","-0.21","-0.005","675390","","0.070","0.110","20%","0.075","464","-","26"
="4758","ANCOMNY","0.880","0.880","0.845","0.860","26115","Active","15.52","6.09","-0.005","842485","0.06%","0.850","0.990","35%","0.880","102","-0.020","28"
="0226","ANEKA","0.125","0.125","0.125","0.125","944","Active","14.84","0.65","","199530","","0.120","0.165","50%","0.125","403","-","-"
="6556","ANNJOO","0.450","0.475","0.460","0.470","4433","Active","","-36.45","-0.020","212740","","0.450","0.820","12%","0.460","102","+0.020","45"
="6556WC","ANNJOO-WC","0.120","0.125","0.120","0.125","282","Active","","","-0.008","41730","","0.090","0.250","38%","0.120","102","+0.005","28"
="03051","AORB","3.100","-","-","","0","Active","","","0.497","42655","","3.100","3.330","42%","","701","","-"
="5568","APB","0.175","0.175","0.150","0.175","20","Active","","-70.73","","82295","","0.155","0.280","53%","0.150","102","-","50"
="5088","APEX","0.830","-","-","","0","Active","24.22","3.61","-0.010","39035","","0.780","0.940","56%","","110","","-"
="5015","APM","3.450","3.550","3.400","3.520","384","Active","6.71","37.90","0.040","26750","5.68%","2.700","3.580","58%","3.400","102","+0.070","8"
="6432","APOLLO","5.820","6.010","5.890","6.000","188","Active","11.95","50.22","-0.052","15680","8.33%","5.700","6.820","33%","5.890","101","+0.180","61"
="0119","APPASIA","0.120","0.120","0.115","0.115","170","Active","82.73","0.15","","563030","","0.090","0.135","50%","0.120","405","-0.005","-"
="052819","APPLE-C19","-","-","-","","0","Delisted","","","","-","","0.090","0.130","0%","","358","","-"
="0380","AQUAWALK","0.280","0.290","0.255","0.265","223477","Active","12.58","2.08","-0.025","12284565","3.77%","0.265","0.450","17%","0.290","401","-0.015","27"
="7214","ARANK","0.410","0.405","0.395","0.395","160","Active","7.98","6.67","","30635","5.70%","0.375","0.530","48%","0.405","102","-0.015","-"
="7181","ARBB","0.020","0.025","0.020","0.025","31588","Active","","-0.64","","575445","","0.020","0.040","100%","0.020","105","+0.005","36"
="7007","ARK","0.190","-","-","","0","Active","6.41","3.26","-0.013","25490","","0.185","0.290","24%","","120","","-"
="7218","ARKA","0.710","0.705","0.650","0.705","33","Active","","1.05","-0.006","10510","","0.610","1.800","64%","0.650","164","-0.005","-"
="5210","ARMADA","0.350","0.380","0.345","0.380","999449","Active","5.04","7.41","0.004","12342030","2.63%","0.280","0.605","88%","0.355","161","+0.030","70"
="52101F","ARMADA-C1F","0.005","-","-","","0","Active","","","-0.002","169600","","0.005","0.025","33%","","361","","-"
="52101G","ARMADA-C1G","0.010","-","-","","0","Active","","","","-","","0.010","0.025","0%","","361","","-"
="52101H","ARMADA-C1H","0.005","-","-","","0","Active","","","","-","","0.005","0.015","0%","","361","","-"
="52101I","ARMADA-C1I","0.010","0.015","0.015","0.015","6400","Active","","","","-","","0.010","0.030","0%","0.015","361","+0.005","98"
="52101J","ARMADA-C1J","0.020","0.030","0.020","0.030","64580","Active","","","-0.001","915215","","0.010","0.030","57%","0.025","361","+0.010","59"
="52101K","ARMADA-C1K","0.015","-","-","","0","Active","","","","-","","0.015","0.025","0%","","361","","-"
="52101L","ARMADA-C1L","0.030","0.055","0.045","0.055","3580","Active","","","","-","","0.030","0.050","0%","0.045","361","+0.025","99"
="52101M","ARMADA-C1M","0.055","0.060","0.050","0.060","41314","Active","","","","-","","0.035","0.055","0%","0.055","361","+0.005","84"
="52101N","ARMADA-C1N","0.065","0.085","0.065","0.085","22505","Active","","","","-","","0.040","0.065","0%","0.065","361","+0.020","87"
="5127","ARREIT","0.320","0.325","0.320","0.325","2451","Active","25.50","1.19","-0.002","126300","","0.320","0.425","44%","0.320","150","+0.005","43"
="0038","ARTRONIQ","0.130","0.150","0.135","0.145","8051","Active","","-1.68","0.002","1790975","","0.065","0.170","43%","0.135","402","+0.015","87"
="0038WA","ARTRONIQ-WA","0.005","-","-","","0","Active","","","","501800","","0.005","0.020","33%","","402","","-"
="1481","ASB","0.070","0.075","0.070","0.070","43706","Active","","-0.63","","3009360","0.71%","0.060","0.100","33%","0.075","101","-","75"
="0068","ASDION","0.020","0.025","0.020","0.020","3661","Active, Alert","2.07","0.75","","562515","","0.015","0.035","50%","0.020","405","-","32"
="7722","ASIABRN","0.515","0.515","0.480","0.515","60","Active","39.99","1.29","0.003","24870","3.88%","0.470","0.580","57%","0.480","101","-","37"
="7129","ASIAFLE","1.310","1.320","1.310","1.320","115","Active","","-22.53","-0.004","24540","1.52%","1.300","1.580","31%","1.310","101","+0.010","-"
="4057","ASIAPAC","0.100","0.100","0.100","0.100","11766","Active","1.23","8.27","-0.001","802325","","0.080","0.135","43%","0.100","120","-","57"
="0105","ASIAPLY","0.115","0.120","0.110","0.115","15601","Active","298.65","0.08","-0.003","1895080","","0.100","0.205","29%","0.120","402","-","10"
="0105WC","ASIAPLY-WC","0.025","0.025","0.015","0.020","612","Active","","","-0.001","1393510","","0.015","0.040","50%","0.025","402","-0.005","86"
="0362","ASM","0.130","0.130","0.120","0.120","2167","Active","12.17","1.30","-0.002","130405","","0.125","0.205","67%","0.130","402","-0.010","34"
="7020","ASTEEL","0.065","0.065","0.065","0.065","55","Active","41.41","","","85515","","0.060","0.090","50%","0.065","102","-","-"
="7162","ASTINO","0.515","0.515","0.515","0.515","30","Active","7.38","7.24","","77565","","0.490","0.565","47%","0.515","102","-","-"
="03032","ASTRA","0.500","-","-","","0","Active","","","","-","","0.500","0.500","0%","","701","","-"
="6399","ASTRO","0.075","0.080","0.070","0.070","221665","Active","2.87","2.47","-0.004","25030970","","0.070","0.215","47%","0.075","163","-0.005","23"
="5302","ATECH","0.695","0.720","0.700","0.705","22809","Active","14.08","5.01","-0.028","1442470","10.50%","0.675","3.590","46%","0.710","102","+0.010","48"
="5302CM","ATECH-CM","0.005","-","-","","0","Active","","","","-","","0.150","0.150","0%","","302","","-"
="5302CN","ATECH-CN","0.005","-","-","","0","Active","","","-0.009","405510","","0.005","0.065","11%","","302","","-"
="5302CO","ATECH-CO","0.005","-","-","","0","Active","","","","-","","0.005","0.045","0%","","302","","-"
="5302CP","ATECH-CP","0.005","-","-","","0","Active","","","-0.004","890505","","0.005","0.065","37%","","302","","-"
="5302CQ","ATECH-CQ","0.055","-","-","","0","Active","","","","-","","0.050","0.055","0%","","302","","-"
="5302WA","ATECH-WA","0.130","0.135","0.120","0.130","25340","Active","","","-0.009","1506465","","0.115","0.415","39%","0.130","102","-","70"
="7048","ATLAN","2.690","2.670","2.460","2.600","114","Active","9.93","20.00","-0.046","4485","4.90%","2.330","3.150","47%","2.530","101","-0.090","12"
="5130","ATRIUM","1.370","1.380","1.370","1.370","166","Active","25.20","5.44","","108665","6.86%","1.220","1.410","37%","1.370","150","-","37"
="0098","AUMAS","0.615","0.615","0.585","0.585","37880","Active","31.55","1.85","0.003","3691090","4.27%","0.510","0.880","71%","0.615","402","-0.030","24"
="5025","AURO","0.145","0.145","0.145","0.145","10","Active","","-1.26","0.001","949045","","0.130","0.185","56%","0.145","102","-","100"
="03037","AURORA","0.220","-","-","","0","Active","","","","-","","","","0%","","701","","-"
="03059","AUTORIS","0.495","-","-","","0","Active","","","","-","","0.495","0.495","0%","","710","","-"
="5182","AVALAND","0.205","0.205","0.195","0.195","24889","Active","5.01","3.89","-0.001","516875","2.56%","0.195","0.310","50%","0.205","120","-0.010","27"
="5259","AVANGAAD","0.310","0.310","0.300","0.305","145826","Active","9.05","3.37","-0.002","12086845","","0.260","0.335","50%","0.305","164","-0.005","76"
="8885","AVI","0.045","0.045","0.045","0.045","6010","Active","","-0.59","-0.001","172375","","0.030","0.085","50%","0.045","101","-","46"
="5204","AWANTEC","0.280","0.285","0.280","0.285","1038","Active","","-3.93","-0.010","482755","","0.265","0.375","33%","0.280","105","+0.005","43"
="7579","AWC","0.565","0.570","0.560","0.560","1902","Active","7.75","7.60","-0.008","316880","2.23%","0.500","0.910","25%","0.565","102","-0.005","25"
="7579WB","AWC-WB","0.170","0.175","0.170","0.170","811","Active","","","-0.002","298775","","0.150","0.230","37%","0.170","102","-","4"
="6888","AXIATA","2.270","2.320","2.240","2.310","52320","Active","62.55","4.00","-0.045","9904235","4.33%","1.630","2.790","41%","2.250","163","+0.040","47"
="68881P","AXIATA-C1P","0.050","0.055","0.045","0.055","5640","Active","","","-0.017","495090","","0.045","0.215","38%","0.045","363","+0.005","42"
="68881S","AXIATA-C1S","0.025","-","-","","0","Active","","","-0.014","86600","","0.025","0.125","15%","","363","","-"
="68881T","AXIATA-C1T","0.040","-","-","","0","Active","","","-0.014","42150","","0.040","0.140","100%","","363","","-"
="68881U","AXIATA-C1U","-","-","-","","0","Delisted","","","-0.006","308000","","0.005","0.085","20%","","363","","-"
="68881V","AXIATA-C1V","0.030","-","-","","0","Active","","","-0.013","288660","","0.025","0.105","25%","","363","","-"
="68881W","AXIATA-C1W","0.010","-","-","","0","Active","","","","-","","0.005","0.010","0%","","363","","-"
="68881X","AXIATA-C1X","0.045","0.050","0.050","0.050","6582","Active","","","-0.013","1683465","","0.040","0.155","35%","0.050","363","+0.005","-"
="68881Y","AXIATA-C1Y","0.050","0.055","0.050","0.055","3603","Active","","","","1309350","","0.045","0.090","43%","0.050","363","+0.005","26"
="68881Z","AXIATA-C1Z","0.055","-","-","","0","Active","","","","-","","0.055","0.065","0%","","363","","-"
="68882A","AXIATA-C2A","0.150","-","-","","0","Active","","","","-","","","","0%","","363","","-"
="5106","AXREIT","2.010","2.020","1.980","2.010","10998","Active","14.43","13.96","0.006","2130870","5.25%","1.710","2.240","41%","2.010","150","-","70"
="7120","AXTERIA","0.100","0.105","0.100","0.105","1887","Active","8.54","1.23","","544350","","0.080","0.130","40%","0.105","120","+0.005","82"
="2305","AYER","7.010","7.020","7.020","7.020","50","Active","9.20","76.34","0.028","1300","2.85%","6.510","9.000","52%","7.020","120","+0.010","-"
="5021","AYS","0.210","0.210","0.190","0.205","1162","Active","","-1.08","-0.004","75510","","0.180","0.285","38%","0.200","102","-0.005","53"
