"Code","Stock","Prv Close","High","Low","Last","Vol","Status","P/E","EPS*","MACD (26, 12)","Vol MA (20)","DY*","Y-Low","Y-High","RSI (14)","Open","Sector","Chg","B%"
="4863","TM","7.470","7.510","7.430","7.490","51289","Active","16.58","44.64","-0.066","7140995","4.14%","6.190","8.300","36%","7.470","163","+0.020","60"
="48631X","TM-C1X","0.050","-","-","","0","Active","","","-0.004","253860","","0.040","0.090","44%","","363","","-"
="48631Y","TM-C1Y","0.105","0.110","0.100","0.105","24719","Active","","","-0.015","2748855","","0.075","0.265","36%","0.100","363","-","49"
="48631Z","TM-C1Z","0.230","-","-","","0","Active","","","0.013","69495","","0.105","0.245","54%","","363","","-"
="48632A","TM-C2A","0.085","0.100","0.100","0.100","450","Active","","","0.003","130825","","0.080","0.225","35%","0.100","363","+0.015","-"
="48632B","TM-C2B","0.030","0.035","0.035","0.035","4891","Active","","","-0.012","1127385","","0.025","0.130","31%","0.035","363","+0.005","41"
="48632C","TM-C2C","0.035","0.035","0.035","0.035","3290","Active","","","","433760","","0.025","0.150","27%","0.035","363","-","52"
="48632D","TM-C2D","0.085","0.095","0.095","0.095","500","Active","","","0.002","49620","","0.085","0.175","32%","0.095","363","+0.010","100"
="48632E","TM-C2E","0.050","0.050","0.050","0.050","2188","Active","","","-0.010","1348860","","0.045","0.125","36%","0.050","363","-","41"
="48632F","TM-C2F","0.040","0.040","0.040","0.040","20","Active","","","","-","","0.035","0.075","0%","0.040","363","-","50"
="48632G","TM-C2G","0.050","0.050","0.050","0.050","8000","Active","","","","1303695","","0.045","0.125","37%","0.050","363","-","46"
="48632H","TM-C2H","0.065","0.065","0.065","0.065","40","Active","","","","-","","0.055","0.135","0%","0.065","363","-","50"
="0101","TMCLIFE","0.540","0.545","0.510","0.530","3966","Active","256.02","0.21","0.023","566355","0.36%","0.365","0.575","69%","0.540","162","-0.010","37"
="5330","TMK","1.240","1.240","1.220","1.220","6136","Active","12.52","9.75","-0.024","607410","4.02%","0.995","1.540","35%","1.240","102","-0.020","49"
="5330CC","TMK-CC","0.060","0.050","0.050","0.050","640","Active","","","-0.013","67110","","0.050","0.175","29%","0.050","302","-0.010","100"
="8397","TNLOGIS","0.810","0.795","0.790","0.790","123","Active","9.82","7.88","0.001","71980","2.33%","0.610","0.895","55%","0.795","164","-0.020","41"
="7230","TOMEI","2.110","2.100","2.030","2.060","1664","Active","2.56","77.07","0.028","224845","","1.460","2.140","77%","2.100","101","-0.050","34"
="7285","TOMYPAK","0.195","0.190","0.190","0.190","140","Active","","-4.47","-0.009","206205","","0.185","0.360","30%","0.190","102","-0.005","-"
="5010","TONGHER","1.350","1.350","1.250","1.350","176","Active","24.40","3.75","-0.008","19590","2.44%","1.320","1.680","43%","1.350","102","-","25"
="7113","TOPGLOV","0.560","0.570","0.550","0.550","149873","Active","35.34","1.36","-0.008","11923940","0.87%","0.560","0.950","35%","0.560","162","-0.010","35"
="71135F","TOPGLOV-C5F","0.005","-","-","","0","Active","","","-0.003","490065","","0.005","0.070","100%","","362","","-"
="71135G","TOPGLOV-C5G","0.030","-","-","","0","Active","","","","-","","0.030","0.070","31%","","362","","-"
="71135H","TOPGLOV-C5H","-","-","-","","0","Delisted","","","-0.008","361695","","0.010","0.090","26%","","362","","-"
="71135I","TOPGLOV-C5I","0.020","-","-","","0","Active","","","","78395","","0.020","0.150","22%","","362","","-"
="71135J","TOPGLOV-C5J","0.020","-","-","","0","Active","","","-0.008","74235","","0.020","0.095","11%","","362","","-"
="71135K","TOPGLOV-C5K","0.025","0.025","0.025","0.025","1000","Active","","","-0.005","1133465","","0.025","0.115","33%","0.025","362","-","100"
="71135L","TOPGLOV-C5L","0.025","-","-","","0","Active","","","","-","","0.025","0.075","9%","","362","","-"
="71135M","TOPGLOV-C5M","0.035","0.030","0.030","0.030","530","Active","","","-0.006","771095","","0.035","0.090","20%","0.030","362","-0.005","100"
="71135N","TOPGLOV-C5N","0.030","-","-","","0","Active","","","","535870","","0.030","0.070","10%","","362","","-"
="71135O","TOPGLOV-C5O","0.040","-","-","","0","Active","","","","-","","0.040","0.050","0%","","362","","-"
="7113WA","TOPGLOV-WA","0.135","0.140","0.130","0.140","9022","Active","","","-0.002","473160","","0.130","0.270","33%","0.135","162","+0.005","66"
="0302","TOPMIX","0.485","0.495","0.480","0.480","3074","Active","10.50","4.55","0.009","1041610","2.08%","0.330","0.505","55%","0.490","402","-0.005","87"
="0332","TOPVISN","0.165","0.165","0.165","0.165","600","Active","25.69","0.61","-0.002","115515","","0.160","0.260","50%","0.165","462","-","-"
="7173","TOYOVEN","0.195","0.205","0.195","0.205","3485","Active","37.37","0.77","-0.010","1034250","7.32%","0.190","0.470","46%","0.195","102","+0.010","68"
="7176","TPC","0.305","0.305","0.305","0.305","10","Active","6.82","4.47","-0.002","66075","1.64%","0.270","0.380","52%","0.305","101","-","-"
="03061","TPTEC","0.320","-","-","","0","Active","","","","2950","","0.220","0.320","100%","","702","","-"
="5054","TRC","0.315","0.325","0.310","0.320","1907","Active","9.95","3.25","-0.007","111075","","0.250","0.400","39%","0.310","103","+0.005","96"
="0199","TRIMODE","0.170","0.170","0.170","0.170","202","Active","15.87","1.07","-0.004","184575","1.76%","0.150","0.300","36%","0.170","464","-","-"
="0118","TRIVE","0.015","0.015","0.015","0.015","2200","Active","","-0.40","","534615","","0.005","0.045","33%","0.015","161","-","-"
="0118WD","TRIVE-WD","0.005","0.005","0.005","0.005","4650","Active","","","","311170","","0.005","0.015","50%","0.005","161","-","57"
="5401","TROP","1.250","1.320","1.240","1.270","1467","Active","","-4.87","0.017","245305","","1.030","1.300","66%","1.240","120","+0.020","66"
="0297","TSA","0.850","0.845","0.830","0.845","108","Active","16.19","5.19","0.016","47725","4.73%","0.655","0.850","58%","0.830","402","-0.005","94"
="9059","TSH","1.220","1.240","1.210","1.230","25306","Active","7.64","13.95","-0.006","1333615","4.07%","1.000","1.400","43%","1.210","125","+0.010","46"
="905915","TSH-C15","0.055","0.060","0.055","0.060","13313","Active","","","-0.007","401730","","0.050","0.180","27%","0.060","325","+0.005","9"
="905916","TSH-C16","0.060","-","-","","0","Active","","","","-","","0.060","0.105","0%","","325","","-"
="905917","TSH-C17","0.070","-","-","","0","Active","","","-0.008","44000","","0.060","0.165","37%","","325","","-"
="905918","TSH-C18","0.050","-","-","","0","Active","","","","-","","0.050","0.130","0%","","325","","-"
="03062","TSIC","0.100","-","-","","0","Active","","","","-","","0.100","0.110","0%","","702","","-"
="5042","TSRCAP","0.230","0.220","0.220","0.220","100","Active","13.02","1.70","-0.010","21975","","0.200","0.305","19%","0.220","103","-0.010","50"
="0272","TTVHB","0.180","0.185","0.170","0.170","84418","Active","","-2.47","-0.010","1957790","","0.165","0.835","33%","0.180","405","-0.010","65"
="5230","TUNEPRO","0.305","0.310","0.305","0.310","2130","Active","7.46","3.51","-0.002","184750","","0.250","0.360","40%","0.305","110","+0.005","58"
="5167","TURBO","0.380","-","-","","0","Active","52.15","0.73","-0.025","8510","","0.380","0.450","29%","","102","","-"
="4359","TURIYA","0.215","0.210","0.205","0.210","358","Active","14.57","1.44","-0.004","14935","","0.205","0.350","32%","0.205","105","-0.005","-"
="7079","TWL","0.025","0.025","0.025","0.025","2319","Active","4.62","0.57","","17554440","","0.020","0.030","50%","0.025","120","-","100"
="7079LA","TWL-LA","0.015","-","-","","0","Active","","","","1078485","","0.010","0.020","50%","","520","","-"
="7079WE","TWL-WE","0.005","-","-","","0","Active","","","","1214770","","0.005","0.010","100%","","120","","-"
="5111","TWRREIT","0.305","0.305","0.305","0.305","100","Active","20.79","1.47","","38130","4.00%","0.260","0.320","45%","0.305","150","-","-"
="7145","TXCD","0.105","0.110","0.100","0.100","4001","Active, Alert","4.99","2.00","0.002","278650","","0.080","0.110","60%","0.100","103","-0.005","24"
="7145PA","TXCD-PA","0.020","-","-","","0","Active, Alert","","","","50240","","0.005","0.035","75%","","103","","-"
="7100","UCHITEC","3.020","3.040","2.950","2.980","11114","Active","15.01","19.96","-0.016","208405","6.54%","2.680","3.770","48%","3.020","102","-0.040","28"
="0005","UCREST","0.070","0.070","0.065","0.070","8854","Active","10.08","0.69","","1004785","","0.060","0.115","50%","0.065","405","-","69"
="5148","UEMS","0.560","0.570","0.525","0.530","115415","Active","36.34","1.41","-0.010","8049055","2.70%","0.530","0.905","29%","0.565","120","-0.030","21"
="51481U","UEMS-C1U","0.015","-","-","","0","Active","","","","282000","","0.015","0.075","24%","","320","","-"
="51481V","UEMS-C1V","-","-","-","","0","Delisted","","","-0.016","196915","","0.005","0.110","21%","","320","","-"
="51481W","UEMS-C1W","0.010","-","-","","0","Active","","","","-","","0.010","0.065","0%","","320","","-"
="51481X","UEMS-C1X","-","-","-","","0","Delisted","","","","463315","","0.005","0.065","18%","","320","","-"
="51481Y","UEMS-C1Y","0.015","-","-","","0","Active","","","-0.007","678995","","0.010","0.085","44%","","320","","-"
="51481Z","UEMS-C1Z","0.010","-","-","","0","Active","","","","218350","","0.010","0.080","27%","","320","","-"
="51482A","UEMS-C2A","0.020","0.020","0.020","0.020","70","Active","","","-0.003","1405750","","0.020","0.060","11%","0.020","320","-","100"
="51482B","UEMS-C2B","0.015","0.010","0.010","0.010","1500","Active","","","-0.005","507700","","0.015","0.075","25%","0.010","320","-0.005","67"
="51482C","UEMS-C2C","0.025","-","-","","0","Active","","","","-","","0.025","0.045","42%","","320","","-"
="51482D","UEMS-C2D","0.030","0.035","0.025","0.025","18411","Active","","","-0.005","1851550","","0.030","0.110","33%","0.035","320","-0.005","55"
="51482E","UEMS-C2E","0.060","0.040","0.040","0.040","1000","Active","","","-0.005","1507935","","0.055","0.100","11%","0.040","320","-0.020","50"
="51482F","UEMS-C2F","0.060","-","-","","0","Active","","","","-","","0.055","0.085","0%","","320","","-"
="51482G","UEMS-C2G","0.040","0.020","0.020","0.020","1000","Active","","","","-","","0.040","0.050","0%","0.020","320","-0.020","100"
="51482H","UEMS-C2H","0.035","-","-","","0","Active","","","","-","","0.035","0.035","0%","","320","","-"
="7133","ULICORP","1.470","1.500","1.420","1.440","4565","Active","7.33","19.66","-0.013","161675","6.25%","1.340","1.770","48%","1.500","102","-0.030","26"
="0256","UMC","0.300","0.300","0.290","0.290","387","Active","13.12","2.18","-0.001","93645","","0.290","0.505","50%","0.300","162","-0.010","32"
="2593","UMCCA","5.800","5.770","5.700","5.710","1761","Active","12.54","46.22","-0.011","29250","3.15%","4.900","6.030","45%","5.700","125","-0.090","84"
="7137","UMS","1.960","1.900","1.900","1.900","2","Active","22.25","8.54","0.035","5875","5.26%","1.710","2.220","59%","1.900","102","-0.060","-"
="5340","UMSINT","4.600","5.080","4.600","4.630","2570","Active","","","0.052","261605","","3.710","5.800","76%","4.600","102","+0.030","51"
="7227","UMSNGB","0.900","0.900","0.900","0.900","19","Active","17.69","5.17","-0.011","11115","3.33%","0.850","0.990","42%","0.900","102","-","100"
="7091","UNIMECH","1.380","1.380","1.370","1.380","420","Active","6.70","17.13","0.004","19425","2.25%","1.290","1.500","55%","1.370","102","-","79"
="0257","UNIQUE","0.410","0.420","0.400","0.420","828","Active","16.25","2.59","-0.003","238520","5.00%","0.310","0.515","33%","0.410","102","+0.010","64"
="0257WA","UNIQUE-WA","0.160","0.150","0.150","0.150","30","Active","","","-0.004","161610","","0.130","0.240","41%","0.150","102","-0.010","-"
="5005","UNISEM","2.980","3.130","2.970","2.990","3570","Active","55.66","5.37","-0.027","666600","2.34%","1.810","3.730","52%","3.040","105","+0.010","47"
="500544","UNISEM-C44","0.250","0.265","0.240","0.240","1440","Active","","","-0.013","94240","","0.125","0.500","44%","0.265","305","-0.010","44"
="500546","UNISEM-C46","0.325","-","-","","0","Active","","","0.045","52525","","0.125","0.475","52%","","305","","-"
="500547","UNISEM-C47","0.245","-","-","","0","Active","","","-0.019","61970","","0.145","0.410","43%","","305","","-"
="500548","UNISEM-C48","0.185","-","-","","0","Active","","","","73880","","0.140","0.370","35%","","305","","-"
="500549","UNISEM-C49","0.035","-","-","","0","Active","","","-0.011","9530","","0.035","0.130","31%","","305","","-"
="500550","UNISEM-C50","0.075","0.070","0.055","0.055","15464","Active","","","-0.007","745480","","0.050","0.210","56%","0.060","305","-0.020","59"
="500551","UNISEM-C51","0.040","-","-","","0","Active","","","","-","","0.030","0.070","33%","","305","","-"
="500552","UNISEM-C52","0.045","-","-","","0","Active","","","-0.023","147480","","0.045","0.165","16%","","305","","-"
="500553","UNISEM-C53","0.055","-","-","","0","Active","","","-0.006","54900","","0.055","0.135","29%","","305","","-"
="500554","UNISEM-C54","0.030","-","-","","0","Active","","","-0.005","72820","","0.025","0.080","43%","","305","","-"
="500555","UNISEM-C55","0.100","-","-","","0","Active","","","","-","","0.060","0.100","0%","","305","","-"
="0247","UNITRAD","0.235","0.250","0.235","0.250","4074","Active","","-0.90","-0.002","172705","","0.160","0.275","50%","0.240","402","+0.015","86"
="03017","UNIWALL","0.490","-","-","","0","Active","","","-0.094","116250","","","","15%","","703","","-"
="5200","UOADEV","1.840","1.850","1.820","1.850","5656","Active","9.81","17.97","0.001","172635","5.41%","1.650","1.950","33%","1.840","120","+0.010","57"
="5110","UOAREIT","0.875","0.880","0.870","0.875","887","Active","12.29","7.12","0.005","238700","7.94%","0.785","0.900","43%","0.875","150","-","80"
="7757","UPA","0.665","0.670","0.660","0.660","1143","Active","56.28","1.23","-0.002","57525","6.06%","0.605","0.750","47%","0.670","101","-0.005","41"
="03043","UTAMA","0.270","-","-","","0","Active","","","","-","","","","0%","","702","","-"
="2089","UTDPLT","29.440","29.700","29.200","29.600","2805","Active","66.15","133.80","-0.194","448415","5.57%","20.200","35.880","54%","29.500","125","+0.160","76"
="0310","UUE","0.440","0.440","0.435","0.435","2288","Active","17.28","4.50","-0.016","1019415","","0.435","0.920","40%","0.440","403","-0.005","3"
="0310WA","UUE-WA","0.145","-","-","","0","Active","","","-0.005","426410","","0.135","0.240","50%","","403","","-"
="5292","UWC","4.280","4.400","4.140","4.200","17115","Active","116.77","3.68","0.017","1415950","","1.470","4.600","57%","4.290","105","-0.080","37"
="529213","UWC-C13","-","-","-","","0","Delisted","","","0.008","466885","","0.105","0.865","42%","","305","","-"
="529214","UWC-C14","0.685","-","-","","0","Active","","","0.111","65755","","0.185","0.800","61%","","305","","-"
="529215","UWC-C15","0.175","-","-","","0","Active","","","0.034","77475","","0.075","0.230","56%","","305","","-"
="529216","UWC-C16","0.115","0.120","0.105","0.105","40","Active","","","-0.003","4800","","0.080","0.170","52%","0.120","305","-0.010","50"
="529217","UWC-C17","0.190","-","-","","0","Active","","","-0.004","211130","","0.145","0.250","50%","","305","","-"
="529218","UWC-C18","0.075","0.080","0.070","0.070","40","Active","","","-0.004","343205","","0.070","0.130","39%","0.080","305","-0.005","75"
="529219","UWC-C19","0.200","0.215","0.180","0.185","11838","Active","","","","534260","","0.125","0.270","55%","0.215","305","-0.015","36"
="529220","UWC-C20","0.105","0.110","0.095","0.095","12354","Active","","","-0.002","652425","","0.075","0.145","52%","0.110","305","-0.010","60"
="529221","UWC-C21","0.085","0.080","0.075","0.075","1000","Active","","","-0.003","244930","","0.070","0.135","52%","0.080","305","-0.010","50"
="529222","UWC-C22","0.100","0.100","0.100","0.100","40","Active","","","-0.004","42265","","0.080","0.145","44%","0.100","305","-","50"
="529223","UWC-C23","0.050","-","-","","0","Active","","","","-","","0.050","0.050","0%","","305","","-"
="529224","UWC-C24","0.130","0.145","0.120","0.120","7488","Active","","","","-","","0.115","0.155","0%","0.145","305","-0.010","39"
="7250","UZMA","0.430","0.465","0.430","0.460","125644","Active","4.90","12.21","0.002","1350100","4.35%","0.315","0.650","71%","0.440","161","+0.030","50"
="5218","VANTNRG","0.365","0.455","0.355","0.440","184920","Active, Alert","14.77","1.03","-0.006","1646990","","0.030","0.760","67%","0.365","161","+0.075","67"
="0333","VANZO","0.135","0.140","0.135","0.140","100","Active","55.19","0.25","","86565","1.43%","0.130","0.185","44%","0.135","401","+0.005","100"
="5006","VARIA","0.815","0.810","0.800","0.800","2350","Active","172.48","0.47","0.006","133320","","0.600","0.860","57%","0.810","103","-0.015","34"
="5243","VELESTO","0.315","0.335","0.310","0.330","857465","Active","13.41","2.46","0.005","30462755","9.09%","0.130","0.325","64%","0.315","161","+0.015","72"
="524341","VELESTO-C41","0.115","0.125","0.125","0.125","50","Active","","","0.008","984540","","0.030","0.120","62%","0.125","361","+0.010","100"
="524342","VELESTO-C42","0.055","-","-","","0","Active","","","","-","","0.040","0.060","0%","","361","","-"
="524343","VELESTO-C43","0.070","0.080","0.075","0.075","16250","Active","","","0.005","183720","","0.025","0.070","53%","0.075","361","+0.005","31"
="7165","VELOCITY","0.040","0.040","0.035","0.040","14265","Active","2.06","1.95","","665040","","0.040","0.105","33%","0.040","102","-","50"
="7165WB","VELOCITY-WB","0.050","-","-","","0","Active","","","0.002","781190","","0.005","0.065","45%","","102","","-"
="0373","VERDANT","0.200","0.200","0.195","0.200","1374","Active","","","-0.008","648325","","0.195","0.385","38%","0.200","461","-","16"
="4995","VERSATL","0.970","0.970","0.950","0.950","377","Active","19.55","2.71","0.010","74320","","0.650","1.050","59%","0.960","101","-0.020","5"
="4995WA","VERSATL-WA","0.415","-","-","","0","Active","","","0.010","42545","","0.120","0.445","56%","","101","","-"
="0069","VINVEST","0.025","0.025","0.020","0.025","6505","Active","","0.78","","1039200","","0.020","0.060","40%","0.025","405","-","18"
="0120","VIS","0.205","0.205","0.200","0.205","1640","Active","","-0.82","","139295","","0.170","0.280","50%","0.205","405","-","28"
="0120WC","VIS-WC","0.055","0.050","0.045","0.045","580","Active","","","","37430","","0.040","0.090","25%","0.045","405","-0.010","9"
="0097","VITROX","4.480","4.670","4.430","4.490","20538","Active","64.53","7.04","0.031","1680225","0.30%","2.280","4.840","64%","4.480","105","+0.010","38"
="009711","VITROX-C11","0.100","0.115","0.100","0.105","1154","Active","","","-0.005","89775","","0.085","0.170","32%","0.100","305","+0.005","87"
="009712","VITROX-C12","0.185","0.150","0.150","0.150","650","Active","","","-0.006","107825","","0.110","0.245","48%","0.150","305","-0.035","100"
="009713","VITROX-C13","0.075","0.085","0.075","0.075","31570","Active","","","-0.007","82190","","0.060","0.165","45%","0.085","305","-","48"
="009714","VITROX-C14","0.175","-","-","","0","Active","","","","-","","0.110","0.185","69%","","305","","-"
="009715","VITROX-C15","0.095","0.110","0.095","0.095","11447","Active","","","-0.002","704300","","0.070","0.175","61%","0.110","305","-","48"
="009716","VITROX-C16","0.055","-","-","","0","Active","","","-0.010","924430","","0.045","0.100","30%","","305","","-"
="009717","VITROX-C17","0.100","-","-","","0","Active","","","-0.001","198285","","0.060","0.145","48%","","305","","-"
="009718","VITROX-C18","0.105","0.125","0.105","0.105","15501","Active","","","-0.002","789075","","0.080","0.170","59%","0.115","305","-","71"
="7070","VIZIONE","0.085","0.085","0.080","0.080","875","Active","23.08","0.10","-0.001","85945","","0.060","0.145","50%","0.085","103","-0.005","-"
="0273","VLB","0.465","-","-","","0","Active","12.53","3.71","","185370","","0.400","0.545","52%","","403","","-"
="0232","VOLCANO","0.300","-","-","","0","Active","40.27","0.74","-0.018","85800","","0.240","0.740","37%","","402","","-"
="6963","VS","0.345","0.355","0.325","0.335","511350","Active","40.12","0.95","-0.024","28777535","2.39%","0.335","0.985","26%","0.350","102","-0.010","44"
="69631A","VS-C1A","0.005","-","-","","0","Active","","","","-","","0.010","0.045","0%","","302","","-"
="69631B","VS-C1B","0.015","-","-","","0","Active","","","-0.007","1818220","","0.015","0.060","29%","","302","","-"
="69631C","VS-C1C","0.005","-","-","","0","Active","","","","496350","","0.005","0.040","43%","","302","","-"
="69631D","VS-C1D","0.005","-","-","","0","Active","","","-0.005","384115","","0.005","0.100","18%","","302","","-"
="69631E","VS-C1E","0.010","-","-","","0","Active","","","","335530","","0.010","0.045","33%","","302","","-"
="69631F","VS-C1F","0.010","-","-","","0","Active","","","-0.008","842090","","0.005","0.070","100%","","302","","-"
="69631G","VS-C1G","0.020","0.020","0.015","0.015","2000","Active","","","-0.013","246830","","0.020","0.120","17%","0.020","302","-0.005","-"
="69631H","VS-C1H","0.015","0.015","0.015","0.015","300","Active","","","-0.008","362885","","0.015","0.090","17%","0.015","302","-","100"
="69631I","VS-C1I","0.040","0.020","0.020","0.020","290","Active","","","-0.011","32950","","0.040","0.120","100%","0.020","302","-0.020","100"
="69631J","VS-C1J","0.020","-","-","","0","Active","","","","-","","0.020","0.050","0%","","302","","-"
="696396","VS-C96","-","-","-","","0","Delisted","","","","-","","0.010","0.070","0%","","302","","-"
="696397","VS-C97","-","-","-","","0","Delisted","","","","-","","0.010","0.050","0%","","302","","-"
="696398","VS-C98","-","-","-","","0","Delisted","","","-0.005","1622335","","0.005","0.140","50%","","302","","-"
="6963WC","VS-WC","0.005","-","-","","0","Active","","","-0.001","300475","","0.005","0.120","100%","","102","","-"
="0066","VSOLAR","0.035","0.030","0.030","0.030","205","Active","","-1.29","","233095","","0.030","0.060","44%","0.030","405","-0.005","-"
="0066WC","VSOLAR-WC","0.005","-","-","","0","Active","","","-0.001","132505","","0.005","0.015","50%","","405","","-"
="5162","VSTECS","4.640","4.860","4.680","4.850","12107","Active","17.78","27.50","0.116","282465","2.23%","2.460","4.700","78%","4.680","105","+0.210","61"
="5162CE","VSTECS-CE","0.195","0.220","0.195","0.220","9223","Active","","","","316230","","0.135","0.200","67%","0.195","305","+0.025","26"
="0319","VTC","0.215","0.220","0.215","0.215","6191","Active","19.97","1.08","-0.003","271760","","0.210","0.400","36%","0.215","405","-","18"
="0102","WAJA","0.040","0.040","0.040","0.040","100","Active, Alert","10.34","0.08","","730570","","0.035","0.070","50%","0.040","402","-","-"
="7203","WANGZNG","0.400","-","-","","0","Active","","-4.78","0.002","13690","","0.345","0.535","67%","","101","","-"
="5016","WARISAN","0.710","-","-","","0","Active","","-81.76","-0.042","8540","","0.710","1.600","46%","","101","","-"
="5142","WASCO","1.050","1.070","1.020","1.050","61775","Active","5.14","20.73","0.027","2022945","6.67%","0.780","1.090","71%","1.060","161","-","64"
="7226","WATTA","0.370","-","-","","0","Active","","-1.55","-0.027","13680","","0.350","0.660","41%","","102","","-"
="8176","WAVEFRNT","0.130","0.135","0.120","0.130","48967","Active","","-0.36","-0.011","987395","","0.120","0.320","33%","0.130","102","-","39"
="3565","WCEHB","0.685","0.690","0.675","0.680","8345","Active","","-4.47","-0.001","301415","","0.630","0.780","36%","0.685","103","-0.005","32"
="3565WF","WCEHB-WF","0.395","0.410","0.390","0.405","152","Active","","","","113935","","0.330","0.470","42%","0.410","103","+0.010","34"
="9679","WCT","0.515","0.530","0.510","0.515","14004","Active","10.38","3.07","-0.016","4383245","","0.510","0.905","26%","0.520","103","-","39"
="967940","WCT-C40","0.005","-","-","","0","Active","","","-0.027","178840","","0.010","0.145","100%","","303","","-"
="967942","WCT-C42","-","-","-","","0","Delisted","","","-0.008","816775","","0.005","0.170","29%","","303","","-"
="967943","WCT-C43","0.005","-","-","","0","Active","","","","160530","","0.005","0.105","11%","","303","","-"
="967944","WCT-C44","0.020","-","-","","0","Active","","","","-","","0.020","0.055","0%","","303","","-"
="967945","WCT-C45","0.030","-","-","","0","Active","","","","-","","0.030","0.055","0%","","303","","-"
="967946","WCT-C46","0.025","0.025","0.025","0.025","1800","Active","","","","1395815","","0.025","0.065","30%","0.025","303","-","44"
="967947","WCT-C47","0.025","-","-","","0","Active","","","","-","","0.025","0.045","0%","","303","","-"
="967948","WCT-C48","0.035","-","-","","0","Active","","","","-","","0.035","0.050","0%","","303","","-"
="0197","WEGMANS","0.090","-","-","","0","Active","10.00","0.88","-0.002","27275","5.56%","0.090","0.160","37%","","101","","-"
="7231","WELLCAL","1.280","1.300","1.240","1.280","7275","Active","13.68","9.36","-0.002","111820","6.25%","1.240","1.530","33%","1.280","102","-","27"
="5325","WELLCHIP","1.470","1.480","1.420","1.440","12894","Active","10.03","14.40","-0.022","1151255","3.54%","0.935","1.780","42%","1.480","110","-0.030","10"
="0271","WELLS","0.665","0.670","0.665","0.670","10000","Active","58.62","0.75","","1024970","","0.645","0.690","43%","0.665","401","+0.005","100"
="0298","WENTEL","0.245","0.245","0.235","0.245","4886","Active","12.23","2.00","-0.005","904270","","0.210","0.360","46%","0.240","402","-","21"
="0353","WESTRVR","0.215","0.230","0.215","0.220","1774","Active","12.44","1.77","0.005","240685","","0.150","0.405","50%","0.215","402","+0.005","34"
="03070","WHITMAN","0.150","-","-","","0","Active","","","","-","","0.125","0.150","0%","","710","","-"
="0162","WIDAD","0.010","0.015","0.010","0.015","13661","Active","","-7.22","","3382490","","0.005","0.040","40%","0.010","403","+0.005","14"
="0008","WILLOW","0.265","0.265","0.260","0.265","6427","Active","28.91","0.94","0.001","165230","5.66%","0.240","0.310","50%","0.265","105","-","29"
="0336","WINSTAR","0.535","0.535","0.530","0.530","1353","Active","16.03","3.55","-0.002","241790","","0.350","0.630","20%","0.535","402","-0.005","5"
="7050","WONG","0.160","0.145","0.135","0.135","700","Active","","-2.80","-0.001","30520","","0.145","0.215","60%","0.145","102","-0.025","-"
="7050WA","WONG-WA","0.015","0.015","0.015","0.015","109","Active","","","-0.001","150700","","0.010","0.055","50%","0.015","102","-","-"
="7025","WOODLAN","0.610","0.615","0.610","0.615","43","Active","13.90","4.42","-0.002","11565","","0.505","0.700","40%","0.610","102","+0.005","100"
="5246","WPRTS","6.020","6.090","5.990","6.080","47071","Active","20.84","29.25","0.079","4417835","3.59%","4.050","6.330","54%","6.020","164","+0.060","44"
="524633","WPRTS-C33","0.310","-","-","","0","Active","","","0.021","214335","","0.140","0.320","66%","","364","","-"
="524634","WPRTS-C34","0.040","-","-","","0","Active","","","-0.005","598615","","0.035","0.100","44%","","364","","-"
="524635","WPRTS-C35","-","-","-","","0","Delisted","","","0.003","378625","","0.045","0.100","64%","","364","","-"
="524637","WPRTS-C37","0.035","-","-","","0","Active","","","","-","","0.030","0.045","45%","","364","","-"
="524638","WPRTS-C38","0.210","0.190","0.190","0.190","600","Active","","","0.013","79070","","0.090","0.255","64%","0.190","364","-0.020","-"
="524639","WPRTS-C39","0.130","0.135","0.130","0.135","421","Active","","","0.007","93060","","0.070","0.165","55%","0.130","364","+0.005","100"
="524640","WPRTS-C40","0.145","0.120","0.110","0.120","800","Active","","","0.023","246140","","0.035","0.145","64%","0.115","364","-0.025","50"
="524641","WPRTS-C41","0.075","0.075","0.075","0.075","40","Active","","","","-","","0.075","0.090","0%","0.075","364","-","75"
="0352","WTEC","0.135","0.135","0.135","0.135","146","Active","14.13","1.01","-0.002","155795","3.70%","0.125","0.265","54%","0.135","402","-","-"
="5009","WTHORSE","0.570","0.560","0.550","0.550","100","Active","","-3.32","-0.021","9375","","0.570","0.910","33%","0.560","102","-0.020","-"
="4243","WTK","0.805","0.810","0.795","0.810","20984","Active","10.04","8.25","0.026","4761715","1.85%","0.380","0.875","57%","0.805","102","+0.005","37"
="5156","XDL","0.010","-","-","","0","Active","","-4.00","","1181140","","0.005","0.020","50%","","101","","-"
="058138","XIAOMI-C38","0.005","-","-","","0","Suspended","","","-0.017","2176620","","0.010","0.115","22%","","358","","-"
="058139","XIAOMI-C39","0.005","-","-","","0","Active","","","-0.022","642855","","0.005","0.235","23%","","358","","-"
="058140","XIAOMI-C40","0.015","-","-","","0","Active","","","-0.008","677665","","0.015","0.075","33%","","358","","-"
="058141","XIAOMI-C41","0.130","0.070","0.060","0.060","27486","Active","","","","-","","0.120","0.170","0%","0.070","358","-0.070","61"
="058142","XIAOMI-C42","0.110","-","-","","0","Active","","","","-","","0.110","0.155","0%","","358","","-"
